drugbank_id	name	groups	pubchem_ids	description	indications	targets
DB00014	Goserelin	approved	5311128	-	"Goserelin is indicated for:    - Use in combination with flutamide for the management of locally confined carcinoma of the prostate  - Palliative treatment of advanced carcinoma of the prostate  - The management of endometriosis  - Use as an endometrial-thinning agent prior to endometrial ablation for dysfunctional uterine bleeding  - Use in the palliative treatment of advanced breast cancer in pre- and perimenopausal women"	P01148; P22888; P30968
DB08964	Gemeprost	approved; withdrawn	5282237	-	"Indicated for the softening and dilatation of the cervix uteri prior to transcervical, intrauterine operative procedures in the first trimester of pregnancy or facilitating therapeutic termination of pregnancy in patients in the second trimester of gestation."	P43115; P43116
DB01181	Ifosfamide	approved	3690	-	"Used as a component of various chemotherapeutic regimens as third-line therapy for recurrent or refractory germ cell testicular cancer. Also used as a component of various chemotherapeutic regimens for the treatment of cervical cancer, as well as in conjunction with surgery and/or radiation therapy in the treatment of various soft tissue sarcomas. Other indications include treatment of osteosarcoma, bladder cancer, ovarian cancer. small cell lung cancer, and non-Hodgkin's lymphoma."	P26358; O75469
DB01180	Rescinnamine	approved	32681	-	"For the treatment of hypertension."	P12821; Q05940
DB05316	Pimavanserin	investigational; approved	10071196	-	"Investigated for use/treatment in neurologic disorders, parkinson's disease, psychosis, schizophrenia and schizoaffective disorders, and sleep disorders."	P28223; P28335; P14416
DB05796	Daglutril	investigational	3038505	-	"Investigated for use/treatment in congestive heart failure and hypertension."	P08473
DB05790	SR 140333	investigational	5311449	-	"Investigated for use/treatment in asthma and inflammatory bowel disease."	P25103
DB00730	Thiabendazole	vet_approved; approved	5430	-	"For the treatment of strongyloidiasis (threadworm), cutaneous larva migrans (creeping eruption), visceral larva migrans, and trichinosis."	P00363; P62942
DB01189	Desflurane	approved	42113	-	"For use as an inhalation agent for induction and/or maintenance of anesthesia for inpatient and outpatient surgery in adults."	P98194; P57789; Q9NPC2; P03886; Q09470; P18505; Q9UN88; P47869; Q16445; P78334; P18507; P00390; Q7Z418; Q8N1C3; P14867; P28472; O95069; O00591; O14649; P30049; P48167; P23415; O14764; P48169; P34903; P47870; P31644; Q99928; P42261
DB01188	Ciclopirox	investigational; approved	2749	-	"Used as a topical treatment in immunocompetent patients with mild to moderate onychomycosis of fingernails and toenails without lunula involvement, due to <i>Trichophyton rubrum</i>."	P05023
DB09020	Bisacodyl	approved	2391	-	" Indicated for cleansing of the colon as a preparation for colonoscopy in adults. "	P41145; Q01959
DB00737	Meclizine	approved	4034	-	"Indicated for the symptomatic treatment of nausea, vomiting, and dizziness associated with motion sickness,[L6772] and management of vertigo due to various causes, including radiation sickness, Meniere?s syndrome, labyrinthitis and other vestibular disturbances.[L6766]"	P35367; Q14994
DB09027	Ledipasvir	approved	67505836	-	"When used in combination with the antiviral medication [sofosbuvir] as the commercially available product Harvoni, ledipasvir is indicated for the treatment of HCV genotypes 1, 4, 5, and 6 with or without [ribavirin] depending on the level of liver damage or cirrhosis [FDA Label]. Its use has also proven successful in the treatment of HCV in patients co-infected with HIV [A19627]."	Q8IZI9
DB09028	Cytisine	experimental	10235	-	"Indicated for use in smoking cessation. "	Q15825; P32297; Q494W8; P36544; P17787; P43681
DB01239	Chlorprothixene	investigational; approved; experimental; withdrawn	667466	-	"For treatment of psychotic disorders (e.g. schizophrenia) and of acute mania occuring as part of bipolar disorders."	P08172; P08173; P28335; P35462; P28223; P08912; P41595; P21728; P14416; P20309; P35367; P11229
DB01238	Aripiprazole	investigational; approved	60795	-	"Aripiprazole is indicated for manic and mixed episodes associated with bipolar I disorder, irritability associated with autism spectrum disorder, treatment of schizophrenia, treatment of Tourette's disorder, and as an adjunctive treatment of major depressive disorder[Label]. An injectable formulation of aripiprazole is indicated for agitation associated with schizophrenia or bipolar mania[Label]."	P34969; P25021; P08173; P18825; P28221; P28222; P28223; Q01959; P35372; P35462; P46098; P47898; P28566; P11229; P07550; Q9H3N8; Q12809; P08912; P21728; P08913; P14416; P10635; P23975; Q9Y5N1; P08172; P41145; P41143; P28335; P41595; P21918; P18089; P35368; P35367; P35348; P21917; O60391; P50406; P20309; P08908; P31645; P08588
DB05009	Apadenoson	investigational	9805430	-	"Investigated for use/treatment in cardiovascular disorders and inflammatory disorders (unspecified)."	P29274; P0DMS8; P30542
DB01235	Levodopa	approved	6047	-	"Levodopa on its own is formulated as an oral inhalation powder indicated for intermittent treatment of off episodes in Parkinson's patients who are already being treated with carbidopa and levodopa[FDA Label]. Levodopa is most commonly formulated as an oral tablet with a peripheral dopa decarboxylase inhibitor indicated for treatment of Parkinson's disease, post-encephalitic parkinsonism, and symptomatic parkinsonism following carbon monoxide intoxication or manganese intoxication[F4579]."	P00533; P35462; P06239; P43405; P21918; P21728; P51810; P43403; P14416; P06241; P21917
DB01234	Dexamethasone	investigational; approved; vet_approved	5743	-	"Dexamethasone and [ciprofloxacin] otic suspension is indicated for bacterial infections with inflammation in acute otitis media and acute otitis externa.[L10698] Intramuscular and intravenous injections are indicated for a number of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions.[L10701] Oral tablets are indicated for the treatment of multiple myeloma.[L10710] An intravitreal implant is indicated for some forms of macular edema and non-infectious posterior uveitis affecting the posterior of the eye.[L10719] Various ophthalmic formulations are indicated for inflammatory conditions of the eye.[L10704,L10707,L10713,L10716,L10722,L10725]"	P04150; P06401; P51843; P08235; Q8TDV5; P04083; P35372; P10275; P35354; O75469; P05113; P35228
DB01237	Bromodiphenhydramine	approved	2444	-	"For management of symptoms related to hay fever and other types of allergy and used to help bring up phlegm, thin secretions, and make a cough productive."	P35367
DB01236	Sevoflurane	vet_approved; approved	5206	-	"Used for induction and maintenance of general anesthesia in adult and pediatric patients for inpatient and outpatient surgery."	P57789; P18505; Q9NPC2; P03886; Q09470; Q7Z418; Q9UN88; P47869; P34903; P78334; P18507; P00390; P98194; P30049; P14867; P23415; O95069; O00591; O14649; Q8N1C3; P48167; P28472; O14764; P48169; Q16445; P47870; P31644; Q99928; P42261
DB01231	Diphenidol	investigational; withdrawn; approved	3055	-	"For use in the prevention and symptomatic treatment of peripheral (labyrinthine) vertigo and associated nausea and vomiting that occur in such conditions as Meniere's disease and surgery of the middle and inner ear. Also for the control of nausea and vomiting associated with postoperative states, malignant neoplasms, labyrinthine disturbances, antineoplastic agent therapy, radiation sickness, and infectious diseases."	P08172; P08173; P35462; P10635; Q99720; P28223; Q99250; P20309; P08912; P35498; P14416; P10721; Q9NY46; P11229
DB05003	Imexon	investigational	68791	-	"Investigated for use/treatment in melanoma, multiple myeloma, ovarian cancer, pancreatic cancer, and solid tumors."	P31350; P23921
DB01233	Metoclopramide	investigational; approved	4168	-	"Metoclopramide in the oral tablet form is used for symptomatic treatment of both acute and recurrent diabetic gastroparesis, in addition to the treatment of gastroesophageal reflux disease (GERD) in patients who have failed to respond to traditional therapy.[L8414]     In the intravenous injection form, it is indicated for the above conditions as well as for the prevention of vomiting that may follow emetogenic chemotherapy or nausea and vomiting after surgery. Intravenous metoclopramide facilitates intubation of the small bowel and stimulates gastric emptying and barium flow in patients who require radiological examination of the stomach or small intestine.  In some cases, the delay of gastrointestinal emptying interferes with the radiographic visualization of the gastrointestinal tract, and metoclopramide is used to facilitate emptying in these cases, allowing for adequate diagnostic visualization.[L8417]    Some off-label uses of metoclopramide include the management of radiation-induced nausea and vomiting, gastric bezoars, intractable hiccups, and migraine pain.[A184961,A184964,A184967,A40105]"	A5X5Y0; P28223; P11229; Q13639; Q70Z44; P10635; P28335; P41595; P11413; P14416; P08913; O95264; P35462; P46098; Q8WXA8
DB01232	Saquinavir	investigational; approved	441243	-	"For the treatment of HIV-1 with advanced immunodeficiency together with antiretroviral nucleoside analogues."	P41145; P41143; Q01959; P35372; P08684; P35462; P08908; P37288
DB01579	Phendimetrazine	illicit; approved	30487	-	"Used in the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction."	Q01959; P35368; P23975; P35348; P08908
DB06148	Mianserin	investigational; approved	4184	-	"For the treatment of depression."	Q99250; P08173; P18825; P28221; P28222; P28223; P18089; P35462; P46098; P11229; Q9H3N8; P34969; Q01959; P35408; Q9NY46; P30939; P21728; P08913; P14416; P23975; P08172; P41145; P28335; P41595; P21918; P35498; P35368; P35367; P35348; P08912; P25021; P25100; P50406; P20309; P08908; P31645; P01011
DB12532	Oxetacaine	investigational; approved	4621	-	"Oxetacaine is available as an over-the-counter antacid and it is used to alleviate pain associated with gastritis, peptic ulcer disease, heartburn, esophagitis, hiatus hernia, and anorexia.[A33109] "	P01350; Q9NY46; Q99250; P35498
DB01783	Pantothenic acid	nutraceutical; vet_approved; approved	988	-	"Studied for the treatment of many uses such as treatment of testicular torsion, diabetic ulceration, wound healing, acne, obesity, diabetic peripheral polyneuropathy. It has also been investigated for its hypolipidemic effects and as cholesterol lowering agent."	P0A6I3
DB01396	Digitoxin	investigational; approved	441207	-	"For the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure."	P05023; P50993; Q12809; P05026; P13637; Q13733; P14415; P54709; P54710
DB09154	Sodium citrate	investigational; approved	6224	-	"Used as an anticoagulant during plasmophoresis as well as a neutralizing agent in the treatment of upset stomach and acidic urine [FDA Label] [L788] [L789]."	P22748
DB09151	Flutemetamol (18F)	investigational; approved	15950376	-	"Flutemetamol F18 is indicated for Positron Emission Tomography (PET) imaging of the brain to estimate ? amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer's disease (AD) or other causes of cognitive decline. "	P05067
DB09153	Sodium chloride	approved; vet_approved	5234	-	"This intravenous solution is indicated for use in adults and pediatric patients as a source of electrolytes and water for hydration. Also, designed for use as a diluent and delivery system for intermittent intravenous administration of compatible drug additives. "	P11413
DB01301	Rolitetracycline	approved	54682938	-	"Rolitetracycline is a broad-spectrum antibiotic used in cases needing high concentrations or when oral administration is impractical."	B2U1V5; B6I1U8; Q0TCN6; B7NDK8; B7UJW2; A7ZSC4; B7N102; P0A7X3; A1AGC3; Q0T058; P0A7X5; B7MBZ1; P0A7X4; B1LGJ6; B1XHK3; A6TEN8; Q31W98; Q1R6B0; A8A539; B1IQP9; B7M0U2; A8AQC0; B7NKU2; C4ZSW8; B5YSV6; B7LHT8
DB01303	Oxtriphylline	approved	656652	-	"Used to treat the symptoms of asthma, bronchitis, COPD, and emphysema."	P27815; Q14432; P0DMS8; Q13370; Q08493; Q92769; Q07343; Q08499; P29274; P29275; P30542; O00329
DB01161	Chloroprocaine	approved	8612	-	"For the production of local anesthesia by infiltration and peripheral nerve block. They are not to be used for lumbar or caudal epidural anesthesia."	Q9Y5Y9; Q01118; Q14524; Q9UQD0; Q9GZZ6; Q01959; Q8TCU5; P35499; P35498; Q99250; P46098; Q9UI33; Q15858; Q9NY46
DB01604	Pivampicillin	approved	33478	-	"or the treatment of respiratory tract infections (including acute bronchitis, acute exacerbations of chronic bronchitis and pneumonia), ear, nose and throat infections, gynecological infections, urinary tract infections (including acute uncomplicated gonococcal urethritis) when caused by non penicillinase-producing susceptible strains of the following organisms: gram-positive organisms, e.g., streptococci, pneumococci and staphylococci, gram-negative organisms, e.g., H. influenzae, N. gonorrhoeae, E. coli, P. mirabilis. "	Q8XJ01
DB01163	Amdinocillin	investigational; withdrawn	36273	-	"Used in the treatment of urinary tract infections caused by some strains of E. coli and klebsiella and enterobacter species. Used mainly against Gram negative organisms."	Q8DR59; P0AD65; P0A3M6
DB01162	Terazosin	approved	5401	-	"Terazosin is indicated for use in treating symptomatic benign prostatic hyperplasia and hypertension[FDA Label]."	Q9NS40; P28223; P18825; Q12809; P25100; P01137; P08913; P18089; P35368; Q9Y5Z0; Q9H252; P35348
DB01165	Ofloxacin	approved	4583	-	"For the treatment of infections (respiratory tract, kidney, skin, soft tissue, UTI), urethral and cervical gonorrhoea."	P11229; P30531; P0AES4; P0AES6; P47869; P31645; P11388; P43700; Q9Y5N1; P43702; P48065
DB01164	Calcium chloride	approved	5284359	-	"For the treatment of hypocalcemia in those conditions requiring a prompt increase in blood plasma calcium levels, for the treatment of magnesium intoxication due to overdosage of magnesium sulfate, and used to combat the deleterious effects of hyperkalemia as measured by electrocardiographic (ECG), pending correction of the increased potassium level in the extracellular fluid."	Q99584
DB01167	Itraconazole	investigational; approved	55283	-	"For the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients: pulmonary and extrapulmonary blastomycosis, histoplasmosis, aspergillosis, and onychomycosis."	P22888; P51679; P50859; Q16850; P08684; P07550; P06241; P30518
DB01605	Pivmecillinam	approved	115163	-	"Used to treat infections due to mecillinam-sensitive organisms such as urinary tract infections, salmonellosis and typhoid fever."	Q8XJ01
DB01169	Arsenic trioxide	investigational; approved	261004	-	"For induction of remission and consolidation in patients with acute promyelocytic leukemia (APL), and whose APL is characterized by the presence of the t(15,17) translocation or PML/RAR-alpha gene expression"	P28482; P31749; Q12809; Q13547; P10276; P29590; P24385; Q16881; P05412; O14920; P38936; P27361
DB01168	Procarbazine	investigational; approved	4915	-	"For use with other anticancer drugs for the treatment of stage III and stage IV Hodgkin's disease."	Q15116; P27338
DB01606	Tazobactam	approved	123630	-	"Tazobactam is used in combination with piperacillin or ceftolozane to broaden the spectrum of piperacillin antibacterial action, treating susceptible infections. As with any other antibiotic, tazobactam should only be used for infections that are either proven or strongly suspected to be susceptible to the tazobactam containing drug.    **Tazobactam-piperacillin**    When combined with piperacillin, it is used to treat a variety of infections, including those caused by aerobic and facultative gram-positive and gram-negative bacteria, in addition to gram-positive and gram-negative anaerobes. Some examples of infections treated with piperacillin-tazobactam include cellulitis, diabetic foot infections, appendicitis, and postpartum endometritis infections.[L4417] Certain gram-negative bacilli infections with beta-lactamase producing organisms cannot be treated with piperacillin-tazobactam, due to a gene mutation conferring antibiotic resistance.[A179266]    **Tazobactam-ceftolozane**    Tazobactam-ceftolozane combined with metronidazole is used to treat complicated urinary tract infections (UTI) and complicated intra-abdominal infections, as well as ventilator-associated bacterial pneumonia and hospital-acquired bacterial pneumonia.[FDA label]. This combination increases efficacy against infections with gram-negative bacilli.[A7657]"	P62594; P0AD64; P0AD63; P18251; P62593
DB01607	Ticarcillin	investigational; vet_approved; approved	36921	-	"For the treatment of bacterial infections."	P24228; P08506; P02918; P02919; Q02763; P0AD68; P0AEB2; P0AD65
DB01497	Etorphine	illicit; vet_approved	26721	-	"Etorphine is only available for its use in veterinary. This main usage is related to the immobilization of large mammals."	P41145; P41146; P01189; P41143; P35372; O60858
DB04468	Afimoxifene	investigational	449459	-	"For the potential treatment of menstrual-cycle related mastalgia, fibrocystic breast disease, breast disease, gynecomastia and Keloid scarring."	P11474; P04155; Q92731; P03372; P62508; O75469; P04278
DB09488	Acrivastine	approved	5284514	-	"For the relief of symptoms associated with seasonal allergic rhinitis such as sneezing, rhinorrhea, pruritus, lacrimation, and nasal congestion."	P35367
DB00788	Naproxen	approved; vet_approved	156391	-	"Naproxen is indicated for the management of rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, polyarticular juvenile idiopathic arthritis, tendinitis, bursitis, acute gout, primary dysmenorrhea, and for the relief of mild to moderate pain.[L6582][L6583][A178975] Further, it is first-line therapy for osteoarthritis, acute gouty arthritis, dysmenorrhea, and musculoskeletal inflammation and pain.[A178975]"	P07332; Q9UM73; P23786; Q99705; P35354; Q51911; P08922; P23219
DB00789	Gadopentetic acid	approved	55466	-	"For use with magnetic resonance imaging (MRI) in adults, and pediatric patients (2 years of age and older) to visualize lesions with abnormal vascularity in the brain (intracranial lesions), spine and associated tissues as well as lesions with abnormal vascularity in the head and neck. Also used to facilitate the visualization of lesions with abnormal vascularity in the body (excluding the heart)."	P52209
DB00782	Propantheline	approved	4934	-	"For the treatment of enuresis. It has also been used for hyperhidrosis, and cramps or spasms of the stomach, intestines or bladder."	P08172; P08173; P11229; P20309
DB00783	Estradiol	investigational; vet_approved; approved	5757	-	"Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).    **A note on duration of treatment**    Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen?progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627]     Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium, in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term.     "	P04150; Q99527; Q14457; Q92731; Q01959; P03372; P10275; P00846; P31645; O75469; P43681; Q12791
DB00780	Phenelzine	approved	3675	-	"Phenelzine is indicated for the treatment of nonendogenous, neurotic or atypical depression for patients that do not tolerate other forms of therapy.[L1356]     Atypical depression has a high prevalence rate, starts in early life, tends to last longer, is more likely to occur in people with bipolar disorder, has a high comorbidity with anxiety disorder and carries more risk of suicidal behavior. It is important to specify the atypical feature to predict the clinical course of depression and hence generate the best treatment and service. The featuring symptoms of the atypical feature include mood reactivity, two or more of this symptoms: 1) increased appetite, 2) increased sleep, 3) leaden paralysis and 4) interpersonal rejection sensitivity and should not have melancholic or catatonic features of depression.[A31917]    Neurotic depression is a depression of an emotionally unstable person. It is a secondary condition to major personality disorder, neuroses and drug use disorders. Likewise, a primary depression with a family history of depression spectrum disease would fit in this category.[A31922]    A nonendogenous depression is characterized by a disturbance in mood and general outlook. The physical symptoms tend to be less severe and it often occurs in response to stressful life events that keep occurring over a large period of time generating a continuous stress in the daily living.[A31924]"	P21397; P24298; P27338; P10635; Q01959; P80404; Q8TD30; Q16853; P23975; P08684; P10632; P31645; Q9BXA5
DB00786	Marimastat	investigational	119031	-	"For the treatment of various cancers"	Q9H239; P03956; P09238; Q9NPA2; P09237; Q9NRE1; P51512; Q9Y5R2; P51511; Q99542; Q8N119; P08254; P08253; P50281; P45452; P22894; O75900; P39900; Q9H306; O60882; P14780; P24347; Q9ULZ9
DB00787	Acyclovir	approved	2022	-	"An acyclovir topical cream is indicated to treat recurrent herpes labialis in immunocompetent patients 12 years and older.[L7303] Acyclovir oral tablets, capsules, and suspensions are indicated to treat herpes zoster, genital herpes, and chickenpox.[L7315] An acyclovir topical ointment is indicated to treat initial genital herpes and limited non-life-threatening mucocutaneous herpes simplex in immunocompromised patients.[L7318] An acyclovir cream with hydrocortisone is indicated to treat recurrent herpes labialis, and shortening lesion healing time in patients 6 years and older.[L7321] An acyclovir buccal tablet is indicated for the treatment of recurrent herpes labialis.[L7324] An acyclovir ophthalmic ointment is indicated to treat acute herpetic keratitis.[L7327]"	P04293; P03176; P09252
DB00784	Mefenamic acid	approved	4044	-	"For the treatment of rheumatoid arthritis, osteoarthritis, dysmenorrhea, and mild to moderate pain, inflammation, and fever."	P51787; P23786; P35354; P15121; P23219; Q9HCF6
DB01015	Sulfamethoxazole	approved	5329	-	"Sulfamethoxazole is indicated in combination with trimethoprim, in various formulations, for the following infections caused by bacteria with documented susceptibility: urinary tract infections, acute otitis media in pediatric patients (when clinically indicated), acute exacerbations of chronic bronchitis in adults, enteritis caused by susceptible _Shigella_, prophylaxis and treatment of _Pneumocystis jiroveci_ pneumonia, and travelers' diarrhea caused by enterotoxigenic _E. coli_.[L11830,L11863]    In Canada, additional indications include the adjunctive treatment of cholera, treatment of bacillary dysentery, nocardiosis, and second-line treatment of brucellosis in combination with [gentamicin] or [rifampicin].[L11851]"	P11413; P0AC13
DB00221	Isoetharine	approved	3762	-	"For the treatment of asthma, wheezing, and chronic asthmatic bronchitis."	P07550; P08588
